slug;name_en;name_ru
kettlebell-reverse-lunge;Kettlebell Reverse Lunge;Обратный выпад с гирей
kettlebell-romanian-deadlift;Kettlebell Romanian Deadlift;Румынская становая тяга с гирей
kettlebell-row;Kettlebell Row;Тяга с гирей
kettlebell-row-single;Kettlebell Row (Single);Тяга одной с гирей
kettlebell-russian-twist;Kettlebell Russian Twist;Скручивание с поворотом с гирей
kettlebell-seated-calf-raise;Kettlebell Seated Calf Raise;Сидя подъём на носки с гирей
kettlebell-seated-calf-raise-double;Kettlebell Seated Calf Raise Double;Сидя подъём на носки двойной с гирями
kettlebell-seated-overhead-press;Kettlebell Seated Overhead Press;Сидя жим над головой с гирей
kettlebell-shoulder-extension;Kettlebell Shoulder Extension;Разгибание плеча с гирей
kettlebell-shrug;Kettlebell Shrug;Шраги с гирей
kettlebell-shrug-single;Kettlebell Shrug (Single);Шраги одной с гирей
kettlebell-silverback-shrug;Kettlebell Silverback Shrug;Шраги «сильвербэк» с гирей
kettlebell-silverback-shrug-single;Kettlebell Silverback Shrug (Single);Шраги «сильвербэк» одной с гирей
kettlebell-single-arm-calf-raise;Kettlebell Single Arm Calf Raise;Одной рукой подъём на носки с гирей
kettlebell-single-arm-chest-fly;Kettlebell Single Arm Chest Fly;Одной рукой разведение рук на грудь с гирей
kettlebell-single-arm-chest-press;Kettlebell Single Arm Chest Press;Одной рукой жим от груди с гирей
kettlebell-single-arm-clean-and-jerk;Kettlebell Single Arm Clean And Jerk;Одной рукой взятие на грудь и толчок с гирей
kettlebell-single-arm-clean-and-press;Kettlebell Single Arm Clean And Press;Одной рукой взятие на грудь и жим с гирей
kettlebell-single-arm-curl;Kettlebell Single Arm Curl;Одной рукой сгибание рук с гирей
kettlebell-single-arm-curtsy-lunge;Kettlebell Single Arm Curtsy Lunge;Одной рукой выпад-реверанс с гирей
kettlebell-single-arm-farmers-march;Kettlebell Single Arm Farmers March;Одной рукой марш фермера с гирей
kettlebell-single-arm-farmers-walk;Kettlebell Single Arm Farmers Walk;Одной рукой прогулка фермера с гирей
kettlebell-single-arm-floor-fly;Kettlebell Single Arm Floor Fly;Одной рукой разведение рук лёжа на полу с гирей
kettlebell-single-arm-floor-press;Kettlebell Single Arm Floor Press;Одной рукой жим с пола с гирей
kettlebell-single-arm-forward-lunge;Kettlebell Single Arm Forward Lunge;Одной рукой выпад вперёд с гирей
kettlebell-single-arm-front-rack-forward-lunge;Kettlebell Single Arm Front Rack Forward Lunge;Одной рукой вперёд на стойке выпад вперёд с гирей
kettlebell-single-arm-front-rack-reverse-lunge;Kettlebell Single Arm Front Rack Reverse Lunge;Одной рукой вперёд на стойке обратный выпад с гирей
kettlebell-single-arm-front-rack-step-up;Kettlebell Single Arm Front Rack Step Up;Одной рукой вперёд на стойке подъём на платформу с гирей
kettlebell-single-arm-front-rack-step-up-knee-drive;Kettlebell Single Arm Front Rack Step Up Knee Drive;Одной рукой вперёд на стойке подъём на платформу с подъёмом колена с гирей
kettlebell-single-arm-hang-clean-and-jerk;Kettlebell Single Arm Hang Clean And Jerk;Одной рукой взятие на грудь с виса и толчок с гирей
kettlebell-single-arm-high-incline-chest-press;Kettlebell Single Arm High Incline Chest Press;Одной рукой верхний на наклонной скамье жим от груди с гирей
kettlebell-single-arm-incline-chest-press;Kettlebell Single Arm Incline Chest Press;Одной рукой на наклонной скамье жим от груди с гирей
kettlebell-single-arm-larsen-press;Kettlebell Single Arm Larsen Press;Одной рукой Ларсена жим с гирей
kettlebell-single-arm-lateral-raise;Kettlebell Single Arm Lateral Raise;Одной рукой подъём рук в стороны с гирей
kettlebell-single-arm-pendlay-row;Kettlebell Single Arm Pendlay Row;Одной рукой тяга Пендлея с гирей
kettlebell-single-arm-press;Kettlebell Single Arm Press;Одной рукой жим с гирей
kettlebell-single-arm-pullover;Kettlebell Single Arm Pullover;Одной рукой пуловер с гирей
kettlebell-single-arm-push-press;Kettlebell Single Arm Push Press;Одной рукой толчковый жим с гирей
kettlebell-single-arm-rear-delt-fly;Kettlebell Single Arm Rear Delt Fly;Одной рукой разведение рук на заднюю дельту с гирей
kettlebell-single-arm-rear-delt-row;Kettlebell Single Arm Rear Delt Row;Одной рукой тяга на заднюю дельту с гирей
kettlebell-single-arm-reverse-curl;Kettlebell Single Arm Reverse Curl;Одной рукой обратное сгибание рук с гирей
kettlebell-single-arm-reverse-lunge;Kettlebell Single Arm Reverse Lunge;Одной рукой обратный выпад с гирей
kettlebell-single-arm-row;Kettlebell Single Arm Row;Одной рукой тяга с гирей
kettlebell-single-arm-row-on-bench;Kettlebell Single Arm Row On Bench;Одной рукой тяга на на скамье с гирей
kettlebell-single-arm-shoulder-extension;Kettlebell Single Arm Shoulder Extension;Одной рукой разгибание плеча с гирей
kettlebell-single-arm-snatch;Kettlebell Single Arm Snatch;Одной рукой рывок с гирей
kettlebell-single-arm-step-up-balance;Kettlebell Single Arm Step Up Balance;Одной рукой подъём на платформу с удержанием равновесия с гирей
kettlebell-single-arm-step-up-knee-drive;Kettlebell Single Arm Step Up Knee Drive;Одной рукой подъём на платформу с подъёмом колена с гирей
kettlebell-single-arm-swing;Kettlebell Single Arm Swing;Одной рукой мах с гирей
kettlebell-single-arm-thruster;Kettlebell Single Arm Thruster;Одной рукой трастер с гирей
kettlebell-single-arm-tricep-guilotine-press;Kettlebell Single Arm Tricep Guilotine Press;Одной рукой на трицепс гильотина жим с гирей
kettlebell-single-leg-calf-raise;Kettlebell Single Leg Calf Raise;Одной ноги подъём на носки с гирей
kettlebell-single-leg-deadlift;Kettlebell Single Leg Deadlift;Становая тяга на одной ноге с гирей
kettlebell-single-leg-glute-bridge;Kettlebell Single Leg Glute Bridge;Одной ноги ягодичный мост с гирей
kettlebell-single-leg-hip-thrust;Kettlebell Single Leg Hip Thrust;Одной ноги ягодичный мост с опорой плечами с гирей
kettlebell-single-leg-single-arm-calf-raise;Kettlebell Single Leg Single Arm Calf Raise;Одной ноги одной рукой подъём на носки с гирей
kettlebell-situp;Kettlebell Situp;Подъём туловища с гирей
kettlebell-skull-crusher;Kettlebell Skull Crusher;Французский жим лёжа с гирей
kettlebell-snatch-double;Kettlebell Snatch (Double);Рывок двойной с гирями
kettlebell-somersault-squat;Kettlebell Somersault Squat;Приседание с наклоном кувырком с гирей
kettlebell-spinal-jefferson-curl;Kettlebell Spinal Jefferson Curl;Сгибание позвоночника Джефферсона с гирей
kettlebell-squat-clean-and-jerk;Kettlebell Squat Clean And Jerk;Взятие в сед и толчок с гирей
kettlebell-staggered-deadlift;Kettlebell Staggered Deadlift;Со смещённой стойкой становая тяга с гирей
